id,created,text,screen name,name,mention 1,mention 2,hashtag 1,hashtag 2,url 1,url 2,lat,lon,place name,place type
752998450992742401,Tue Jul 12 22:49:55 +0000 2016,"RT @EstebannLT: Los nuevos botines que estará usando Lionel Messi, a partir de la próxima temporada. https://t.co/J88jPc10SX",Jaimete19,Jaime,EstebannLT,,,,,,,,,
752998453186334722,Tue Jul 12 22:49:55 +0000 2016,"RT @EstebannLT: Los nuevos botines que estará usando Lionel Messi, a partir de la próxima temporada. https://t.co/J88jPc10SX",Hmedranook,H M,EstebannLT,,,,,,,,,
752998456449495040,Tue Jul 12 22:49:56 +0000 2016,"RT @sirkeyur: Football, as we last knew was a team game. We could sign Messi but if we can't win the league it means nothing. https://t.co/…",talkFOOTYBALL,talkFOOTBALL,sirkeyur,,,,https://twitter.com/jdal3/status/752940638417682433,,,,,
752998457208606720,Tue Jul 12 22:49:56 +0000 2016,Solicitan al FC Barcelona que retire su campaña a favor Messi tras sentencia por fraude https://t.co/wfQ7JIULrg,asiesmargarita,Asiesmargarita,,,,,http://asiesmargarita.com/Ficha/8621/Solicitan-al-FC-Barcelona-que-retire-su-campana-a-favor-Messi-tras-sentencia-por-fraude/24/Mundo,,,,,
752998457833623557,Tue Jul 12 22:49:57 +0000 2016,No és Messi ni Pujol !!! https://t.co/CJE178QwyN,PacoEscudero,INDY DUI JA//*//,,,,,https://twitter.com/elperiodico_cat/status/752995773843775488,,,,,
752998458064146432,Tue Jul 12 22:49:57 +0000 2016,"You mean it has nothing to do with messi missing a penalty in final? 😂😂😂, see this oponu  https://t.co/LQqfHcXk1U",timothyshow,omoshow lemi,,,,,https://twitter.com/infosmessi_/status/752265147989778432,,,,,
752998461398740992,Tue Jul 12 22:49:57 +0000 2016,"RT @ElChirincirco: MESSI, AVISTADO en las costas de PANAMÁ disfrazado de NAUFRAGO. ¿Está pensando OTRA VEZ en DEFRAUDAR? Lo DEBATIMOS. http…",MarceloSmaf,MARCELO,ElChirincirco,,,,,,,,,
752998469774798848,Tue Jul 12 22:49:59 +0000 2016,"RT @HoyEnDeportes4: La mujer de Messi utiliza al Argentino de reposapies,es Messi el mayor calzonazos de la historia? https://t.co/O9oofHJI…",lujos_ozkar,Oscar Padilla Luján,HoyEnDeportes4,,,,,,,,,
752998471062487040,Tue Jul 12 22:50:00 +0000 2016,Ronaldo steel better than messi,AliBaba14195907,Ali Baba,,,,,,,,,,
752998478549291012,Tue Jul 12 22:50:01 +0000 2016,"RT @History_Futbol: Todos hablan del golazo de Lionel Messi, pero no veo hablando de esta obra de arte de Zlatan Ibrahimovic. https://t.co/…",giovannira456,Giovanni Romaña,History_Futbol,,,,,,,,,
752998482445737984,Tue Jul 12 22:50:02 +0000 2016,"Por supuesto.Es una vergüenza el diferente trato a Messi respecto a los Casillas,Nadal,Alonso o Mourinho https://t.co/E8oK7Iv7dn",FraudetimoPerez,EL CAPO FLORENCIO,,,,,https://twitter.com/RadiogacetaRNE/status/752943920133312513,,,,,
752998482970042368,Tue Jul 12 22:50:03 +0000 2016,RT @smbzzzz: ya 1 pote il a cassé avc sa meuf psq el l'empechai dregardé ls match du barca jlui ai di t 1 bz toi i ma di ctoi lbz jconai me…,Erwan1825,Erwan ⚽ n°3,smbzzzz,,,,,,,,,
752998485574680576,Tue Jul 12 22:50:03 +0000 2016,Solicitan al FC Barcelona que retire su campaña a favor Messi tras sentencia por fraude https://t.co/LwRwJnn1HD,asiesmargarita,Asiesmargarita,,,,,http://ln.is/asiesmargarita.com/F/N61Df,,,,,
752998487311183872,Tue Jul 12 22:50:04 +0000 2016,Gordinho chuta como Cristiano Ronaldo e dribla como Neymar.. MELHOR Q O MESSI? https://t.co/INANoboVtu,TUDOSOBREOFLADF,tudosobreofladf,,,,,http://esporteinterativo.com.br/?p=269165,,,,,
752998488242356224,Tue Jul 12 22:50:04 +0000 2016,El apoyo del Barça a Messi es una de las cosas más patéticas y ruines que recuerdo en el mundo del fútbol.,ForzaMagicoRM,Josef Bican,,,,,,,,,,
752998496144285696,Tue Jul 12 22:50:06 +0000 2016,RT @garasoy: Bale ? Y también Casimiro 😂😂 https://t.co/7k424Wz1wL,ramonone55,Ramon Mallorca,garasoy,,,,https://twitter.com/manu_sainz/status/750465347690631169,,,,,
752998500695101440,Tue Jul 12 22:50:07 +0000 2016,Photos: Lionel Messi and his son rock matching shorts while spending time on a yacht https://t.co/fa1O7wZOGi https://t.co/fOHwnp9ofZ,Iam_okan,Okan Gist,,,,,http://dlvr.it/LnJmhK,,,,,
752998503547301888,Tue Jul 12 22:50:07 +0000 2016,"RT @BarcaWorldwide: Eder scores and Ronaldo gets all the credit!
Higuaín does shit and Messi gets all the blame!

Smh.. https://t.co/JjOguU…",Fahadjalomar,فهد جمال العمر,BarcaWorldwide,,,,,,,,,
752998502486056960,Tue Jul 12 22:50:07 +0000 2016,"Lionel Messi, su hermosa esposa y sus hijos, de vacaciones #Messi

https://t.co/2NXaYWz3pt https://t.co/wc76NWDfIU",alentandooo,Alentandooo,,,Messi,,http://www.alentandooo.com.ar//lionel-messi-su-hermosa-esposa-y-sus-hijos-vacaciones-n736255,,,,,
752998509738164224,Tue Jul 12 22:50:09 +0000 2016,"RT @Football__Tweet: Highest Paid Players:

1. Ronaldo (21m)
2. Messi (20m)
3. Hulk (20m)
4. Neymar (19m)
5. Zlatan (16m)
6. Pellé (16m) ht…",khuja2006,Alisher 1973,Football__Tweet,,,,,,,,,
752998508496556037,Tue Jul 12 22:50:09 +0000 2016,"🏆 El fichaje del siglo!, Conocé los posibles destinos de Messi para seguir rompiendo records https://t.co/JmvkJObpiA https://t.co/eIDjL38zBG",DonBalonUSA,Don Balón USA,,,,,http://donbalon.us/messi-Premier,,,,,
752998510396600320,Tue Jul 12 22:50:09 +0000 2016,RT @mundotkmcom: Las tiernas fotos de Lionel Messi y Antonella Roccuzzo con sus hijos en Ibiza https://t.co/C16BKADsVi https://t.co/jzhGmdX…,milagro23864743,@milicanteros.ok,mundotkmcom,,,,http://bit.ly/29uoNtG,,,,,
752998512690888708,Tue Jul 12 22:50:10 +0000 2016,"RT @FutbolPermitido: #Messi
https://t.co/fT1XDJmQk3",porta_javi,@javi_porta,FutbolPermitido,,Messi,,http://bit.ly/29C5NIb,,,,,
752998512762159104,Tue Jul 12 22:50:10 +0000 2016,RT @pewdiegah: Messi no la mete en una final pero la mete ahí https://t.co/OZ7WUihanM,Nymphacid,(A)Puesta⚡,pewdiegah,,,,,,,,,
752998513802301440,Tue Jul 12 22:50:10 +0000 2016,Solicitan al FC Barcelona que retire su campaña a favor Messi tras sentencia por fraude https://t.co/wfQ7JIULrg https://t.co/3cDqinDKlI,asiesmargarita,Asiesmargarita,,,,,http://asiesmargarita.com/Ficha/8621/Solicitan-al-FC-Barcelona-que-retire-su-campana-a-favor-Messi-tras-sentencia-por-fraude/24/Mundo,http://fb.me/851ViVpDi,,,,
752998521326936070,Tue Jul 12 22:50:12 +0000 2016,"RT @Sportags: Es un avión... Es un tiburón... No.

Es de otro planeta... Si.

Es... Leo Messi. https://t.co/SoiFukN3L7",Mussitoh,Fran Musso,Sportags,,,,,,,,,
752998527211536384,Tue Jul 12 22:50:13 +0000 2016,RT @pepmari4: De Messi sólo hay uno. De padres de Messi está el mundo lleno. No confundas tus necesidades con las de tu  hijo. #PadresDeDep…,necana03,bego,pepmari4,,PadresDeDeportistas,,,,,,,
752998534320889857,Tue Jul 12 22:50:15 +0000 2016,-BOMBA Crecen las opciones de que Messi se marche al quedar libre en 2018 https://t.co/ocrhhFfzNN #20m,Ronaldo_Datos,Ronaldo Datos ⚽,,,20m,,http://bit.ly/29J8Spf,,,,,
752998536640339969,Tue Jul 12 22:50:15 +0000 2016,"RT @SiPeroNo1: Qué raro: si Amancio Ortega es el más rico del mundo, ¿cómo es que el que más impuestos paga en España es Messi?",manza3983,Miguel Angel Moreno,SiPeroNo1,,,,,,,,,
752998536791334915,Tue Jul 12 22:50:15 +0000 2016,RT @_infoLibre: Técnicos de Hacienda piden al Barça que retire la campaña de apoyo a Messi https://t.co/sxfGE9PuiY https://t.co/VS0riKbV2E,NurTwits,Equologista,_infoLibre,,,,http://ow.ly/CvHy302aJaI,,,,,
752998536996880384,Tue Jul 12 22:50:15 +0000 2016,"RT @BarcaWorldwide: Eder scores and Ronaldo gets all the credit!
Higuaín does shit and Messi gets all the blame!

Smh.. https://t.co/JjOguU…",magdy_ez,MAجDY,BarcaWorldwide,,,,,,,,,
752998539240828928,Tue Jul 12 22:50:16 +0000 2016,"RT @__Johnko: Voir Messi heureux ça fait trop plaisir mdr, j'laime trop c'est incroyable",Issouf11_,sapalapel,__Johnko,,,,,,,,,
752998541107146752,Tue Jul 12 22:50:16 +0000 2016,My fav player was Cr7 and will always be Cr7. Messi is more expensive cos he has more potential in future not cos he is better than Cr7. 💯,thatpetitebrat_,⚓️,,,,,,,,,,
752998545708417025,Tue Jul 12 22:50:17 +0000 2016,"RT @History_Futbol: Todos hablan del golazo de Lionel Messi, pero no veo hablando de esta obra de arte de Zlatan Ibrahimovic. https://t.co/…",carloSLC8,Carlos Largo,History_Futbol,,,,,,,,,
752998545251246080,Tue Jul 12 22:50:17 +0000 2016,"RT @jfalbertos: Ya está bien, paguemos la condena a Messi entre todos y acabemos de una vez con todo este sufrimiento inútil. https://t.co/…",monkny,Omaha,jfalbertos,,,,https://twitter.com/FCBESCOLARD/status/752890261391409152,,,,,
752998546035642368,Tue Jul 12 22:50:18 +0000 2016,Messi https://t.co/Meh3oncq1V,jmralmeida,João Almeida,,,,,https://twitter.com/deVilliers_SP/status/752159629900066816,,,,,
752998549529460736,Tue Jul 12 22:50:18 +0000 2016,"RT @OzturkSemih: Antalya'ya gidiyorum a dostlar maça , Ronaldo'yu göremedim bari Messi'yi , Arda'yı izleyeyim . Hayır maçı önemli .",ozturksemih4,Semih Reis ❄,OzturkSemih,,,,,,,,,
752998557335097344,Tue Jul 12 22:50:20 +0000 2016,Lionel Messi and father to appeal sentences for tax fraud - https://t.co/twtBoV6qSE,thomashodrmake1,thomashodrmak,,,,,http://wp.me/p7ylDY-2W,,,,,
752998560719900672,Tue Jul 12 22:50:21 +0000 2016,"RT @SC_ESPN: #Video #SportsCenter Messi, amado por los niños de Barcelona. https://t.co/27YyfcSd9O",reporteropro,Potrillo Carrillo,SC_ESPN,,Video,SportsCenter,http://bit.ly/29BCrg0,,,,,
752998563127394310,Tue Jul 12 22:50:22 +0000 2016,"RT @puticlubfarsa: Messi condenado por fraude, el club admite dos delitos, pero los malos de España son el Madrit y Cristiano Ronaldo. ¡Gra…",jgarala84,Jose Antonio Garrido,puticlubfarsa,,,,,,,,,
752998564478017536,Tue Jul 12 22:50:22 +0000 2016,Messi And His Son Rock Matching Shorts While Spending Time On A Yacht (Photos) https://t.co/etiZ6uw02l,Chatter_ng,Chatter,,,,,http://chatter.ng/?l=adfa2,,4.828516,7.003183,"Port Harcourt, Nigeria",city
752998567803969537,Tue Jul 12 22:50:23 +0000 2016,RT @jerryelprimobau: Hoy MBJR atrapo al tonto MESSI Que se metio al juego y a este pajarito loco Que se subio Al carro. 😂😂 ahi va El MBJR h…,IrmaBautista114,Irma Garcia,jerryelprimobau,,,,,,,,,
752998570597515266,Tue Jul 12 22:50:23 +0000 2016,"RT @ElChirincirco: MESSI, AVISTADO en las costas de PANAMÁ disfrazado de NAUFRAGO. ¿Está pensando OTRA VEZ en DEFRAUDAR? Lo DEBATIMOS. http…",Fran_RC98,fran™,ElChirincirco,,,,,,,,,
752998570790363137,Tue Jul 12 22:50:23 +0000 2016,RT @Tocapilotes: Asi os leo .............. #Messi https://t.co/19G67O2voi,Alexa_LND,Alexa_FCB,Tocapilotes,,Messi,,,,,,,
752998574221303808,Tue Jul 12 22:50:24 +0000 2016,"RT @OzturkSemih: Antalya'ya gidiyorum a dostlar maça , Ronaldo'yu göremedim bari Messi'yi , Arda'yı izleyeyim . Hayır maçı önemli .",enesssdoann78,Enes Doğan ❄,OzturkSemih,,,,,,,,,
752998577568264192,Tue Jul 12 22:50:25 +0000 2016,"RT @Lolotronix: Los que realmente amamos el fútbol no odiamos ni a Messi ni a Cristiano ambos son impresionantes.

Que chingue su madre el…",MouQuijadas,Secxy Moe's,Lolotronix,,,,,,,,,
752998579229319168,Tue Jul 12 22:50:25 +0000 2016,"RT @SC_ESPN: ""Mate Leproso"": Messi, con un termo de Newell's en Ibiza. https://t.co/2eCwZu4j1w",MatiNewells14,Matias,SC_ESPN,,,,,,,,,
752998582039482368,Tue Jul 12 22:50:26 +0000 2016,RT @mikesanz19: Ronaldo's response when asked why a movie was made about him and not Messi... https://t.co/g9USDdlqAa,baffa_teeno,"THE.G.O.A.T #CR, 7",mikesanz19,,,,,,,,,
752998588997861376,Tue Jul 12 22:50:28 +0000 2016,RT @mgoldbart: #Messi se acuesta en el agua... ves que es Dios o necesitás más pruebas? https://t.co/5pkkqFbgHp,nazareschini,Naza #QOM,mgoldbart,,Messi,,,,,,,
752998591275425792,Tue Jul 12 22:50:28 +0000 2016,"RT @ROdolfoMonserra: @lacapital el termo debe ser para mantener el agua helada, entre el termo, Messi y Martino helaron la seleccion",domenechpablo,Pablo André Domenech,ROdolfoMonserra,lacapital,,,,,,,,
752998599919820801,Tue Jul 12 22:50:30 +0000 2016,Por ella también Messi es el más grande de todos.,PibaDelete,Eushi ✌,,,,,,,,,,
752998603686281216,Tue Jul 12 22:50:31 +0000 2016,"RT @MadBcnCule: ""#Messi: Ladrón de Oro"". La banda de #JosepPedrerol pierde los papeles. #ElChiringuito https://t.co/3d54TyFTZN https://t.co…",Sergi_Badia,SERGI,MadBcnCule,,Messi,JosepPedrerol,http://madrid-barcelona.com/2016-07-12/ladron-oro-la-banda-pedrerol-pierde-los-papeles-la-verguenza/,,,,,
752998608501440513,Tue Jul 12 22:50:32 +0000 2016,"RT @FootyHumour: ""It's the remix to Ignition,
Euro final edition,
I just won me a trophy,
And Messi's heading to prison""
#CR7Bars https://t…",official_jle,JamesLE,FootyHumour,,CR7Bars,,,,,,,
752998609793277956,Tue Jul 12 22:50:33 +0000 2016,"📷 Leo Messi , Antonela Roccuzzo y Thiago en Ibiza https://t.co/mpHkWofHXP",GossipBlaugrana,Gossip Blaugrana,,,,,https://tmblr.co/ZBNjev29CRCVi,,,,,
752998610439143424,Tue Jul 12 22:50:33 +0000 2016,RT @Contraddictione: Messi es un delincuente. https://t.co/T3kvoWVrdJ,jenni_isra,isra y jennifer,Contraddictione,,,,,,,,,
752998613274406912,Tue Jul 12 22:50:34 +0000 2016,"RT @TMZ: Lionel Messi's reaction to tax fraud conviction and prison? Who cares, I'M ON A BOAT WITH MY SMOKING HOT CHICK!!!
https://t.co/2eX…",PowersOlga,BeYourself,TMZ,,,,https://amp.twimg.com/v/12a79fc9-ad2a-4ecb-bce0-9ded0a07df09,,,,,
752998613295435777,Tue Jul 12 22:50:34 +0000 2016,Messi https://t.co/qalXiSgC72,manonxhl,Manon,,,,,https://twitter.com/jolereveur/status/752637314212528131,,,,,
752998613761097728,Tue Jul 12 22:50:34 +0000 2016,"RT @alentandooo: Lionel Messi, su hermosa esposa y sus hijos, de vacaciones #Messi

https://t.co/2NXaYWz3pt https://t.co/wc76NWDfIU",eltribuno,El Tribuno,alentandooo,,Messi,,http://www.alentandooo.com.ar//lionel-messi-su-hermosa-esposa-y-sus-hijos-vacaciones-n736255,,,,,
752998614138486784,Tue Jul 12 22:50:34 +0000 2016,Messi https://t.co/cIl8VYvUOT,OfficialSkinny1,KingMusa,,,,,https://twitter.com/devilliers_sp/status/752161387623780353,,,,,
752998614822227968,Tue Jul 12 22:50:34 +0000 2016,"RT @Paoficial_: Qué cabrón es Messi, hace lo que quiere desde que es mal llamado ""el mejor del mundo"".",hay1solo,Caminante,Paoficial_,,,,,,,,,
752998615568842752,Tue Jul 12 22:50:34 +0000 2016,"RT @History_Futbol: Todos hablan del golazo de Lionel Messi, pero no veo hablando de esta obra de arte de Zlatan Ibrahimovic. https://t.co/…",tiagogriva,C.A.B.J,History_Futbol,,,,,,,,,
752998619712724992,Tue Jul 12 22:50:35 +0000 2016,RT @RivelloRaul: A las pruebas me remito .... https://t.co/AL66c2p02T,johnnyocampo04,ariel ocampo,RivelloRaul,,,,https://twitter.com/mgoldbart/status/752994136228331521,,,,,
752998620690051072,Tue Jul 12 22:50:35 +0000 2016,RT @ImMESS10nante: Números de Messi y Cristiano en Copa América y Eurocopa... https://t.co/28nUGpQV00,Jose_VargasV,José Vargas,ImMESS10nante,,,,,,,,,
752998622615203840,Tue Jul 12 22:50:36 +0000 2016,@sondages_movies Messi,BcMadisonB,.,sondages_movies,,,,,,,,,
752998624888487936,Tue Jul 12 22:50:36 +0000 2016,@MarkusL1980 @NeyMarvellous i was talking about national trophy something messi hasnt won,Futball_fan12,Madridista,MarkusL1980,NeyMarvellous,,,,,,,,
752998630131249152,Tue Jul 12 22:50:38 +0000 2016,"RT @FootyHumour: ""It's the remix to Ignition,
Euro final edition,
I just won me a trophy,
And Messi's heading to prison""
#CR7Bars https://t…",JoelLopez34,horchatapapi,FootyHumour,,CR7Bars,,,,,,,
752998634845769728,Tue Jul 12 22:50:39 +0000 2016,RT @ImMESS10nante: Números de Messi y Cristiano en Copa América y Eurocopa... https://t.co/28nUGpQV00,SantialbonicoSL,Messi⚽ San Lorenzo❤,ImMESS10nante,,,,,,,,,
752998636322258944,Tue Jul 12 22:50:39 +0000 2016,"RT @HoyEnDeportes4: La mujer de Messi utiliza al Argentino de reposapies,es Messi el mayor calzonazos de la historia? https://t.co/O9oofHJI…",alepascuit9,Alexxx [ESPR],HoyEnDeportes4,,,,,,,,,
752998636712263684,Tue Jul 12 22:50:39 +0000 2016,"RT @AtaqueFutbolero: Con #Newells a todos lados. El termo que llevó Messi a Ibiza, con el escudo del club que lo vio nacer. https://t.co/qX…",Andresmarchiori,Andrés Marchiori,AtaqueFutbolero,,Newells,,,,,,,
752998643674648576,Tue Jul 12 22:50:41 +0000 2016,RT @garasoy: Bale ? Y también Casimiro 😂😂 https://t.co/7k424Wz1wL,CarlosCastroD1,Carlos Castro,garasoy,,,,https://twitter.com/manu_sainz/status/750465347690631169,,,,,
752998662955999232,Tue Jul 12 22:50:45 +0000 2016,"RT @Infosmessi_: ""Messi is sh*t in 2016""

34 goals (most goals)
22 assists (most assist)
La Liga 🏆
CdR 🏆
Topscorer CA 2016 ⚽️ https://t.co/…",ConallFCB,Conall,Infosmessi_,,,,,,,,,
752998666265300992,Tue Jul 12 22:50:46 +0000 2016,"RT @History_Futbol: Todos hablan del golazo de Lionel Messi, pero no veo hablando de esta obra de arte de Zlatan Ibrahimovic. https://t.co/…",Mins1965,DUI-JA,History_Futbol,,,,,,,,,
752998667674611712,Tue Jul 12 22:50:47 +0000 2016,"RT @MiriamDakirFCB: Que preocupado veo a #MESSI jajajajaja 
#PUTACAVERNA seguir ladrando y pidiendo cárcel ;) https://t.co/XtI6zuKslb",daiaxbj,daia,MiriamDakirFCB,,MESSI,PUTACAVERNA,,,,,,
752998670749007873,Tue Jul 12 22:50:47 +0000 2016,"RT @HoyEnDeportes4: La mujer de Messi utiliza al Argentino de reposapies,es Messi el mayor calzonazos de la historia? https://t.co/O9oofHJI…",Joel10Exposito,joel expósito corts,HoyEnDeportes4,,,,,,,,,
752998675425665024,Tue Jul 12 22:50:48 +0000 2016,"—Que l'advocada de l'Estat sigui del PP i del Madrid és una barbaritat
—Messi és un defraudador i ha de pagar

(Fal·làcia Ignoratio elenchi)",jaume_pros,Jaume Pros,,,,,,,,,,
